ID interactor A	ID interactor B	Alt. ID interactor A	Alt. ID interactor B	Alias(es) interactor A	Alias(es) interactor B	Interaction detection method(s)	Publication 1st author(s)	Publication Identifier(s)	Taxid interactor A	Taxid interactor B	Interaction type(s)	Source database(s)	Interaction identifier(s)	Confidence value(s)	Processing Status	
DIP-24187N|refseq:NP_002937|uniprotkb:P15927	 DIP-24191N|uniprotkb:P23025	 -	 -	 -	-	MI:0004(affinity chromatography technology)|MI:0018(two hybrid)|MI:0004(affinity chromatography technology)|MI:0004(affinity chromatography technology)|MI:0018(two hybrid)|MI:0004(affinity chromatography technology)|MI:0077(nuclear magnetic resonance)|MI:0004(affinity chromatography technology)|MI:0004(affinity chromatography technology)|MI:0019(coimmunoprecipitation)	-	pmid:8972858|pmid:7565690|pmid:7876167|pmid:7876167|pmid:7876167|pmid:11081631|pmid:11081631|pmid:7565690|pmid:9535929|pmid:7876167	taxid:9606	taxid:9606	MI:0218(physical interaction)|MI:0218(physical interaction)|MI:0218(physical interaction)|MI:0218(physical interaction)|MI:0218(physical interaction)|MI:0218(physical interaction)|MI:0407(direct interaction)|MI:0218(physical interaction)|MI:0218(physical interaction)|MI:0218(physical interaction)	MI:0465(dip)	DIP-40065E	dip-quality-status:core	dip:0002(small scale)|dip:0002(small scale)|dip:0002(small scale)|dip:0002(small scale)|dip:0002(small scale)|dip:0002(small scale)|dip:0002(small scale)|dip:0002(small scale)|dip:0002(small scale)|dip:0002(small scale)	dip:0039(experimental-processed)|dip:0039(experimental-processed)|dip:0039(experimental-processed)|dip:0039(experimental-processed)|dip:0039(experimental-processed)|dip:0039(experimental-processed)|dip:0039(experimental-processed)|dip:0039(experimental-processed)|dip:0039(experimental-processed)|dip:0039(experimental-processed)	-
DIP-24191N|uniprotkb:P23025	 DIP-24189N|uniprotkb:P27694	 -	 -	 -	-	MI:0004(affinity chromatography technology)|MI:0019(coimmunoprecipitation)|MI:0018(two hybrid)|MI:0019(coimmunoprecipitation)|MI:0004(affinity chromatography technology)|MI:0004(affinity chromatography technology)	-	pmid:9535929|pmid:7665601|pmid:7565690|pmid:7876167|pmid:8972858|pmid:7565690	taxid:9606	taxid:9606	MI:0218(physical interaction)|MI:0218(physical interaction)|MI:0218(physical interaction)|MI:0218(physical interaction)|MI:0218(physical interaction)|MI:0218(physical interaction)	MI:0465(dip)	DIP-40066E	dip-quality-status:core	dip:0002(small scale)|dip:0002(small scale)|dip:0002(small scale)|dip:0002(small scale)|dip:0002(small scale)|dip:0002(small scale)	dip:0039(experimental-processed)|dip:0039(experimental-processed)|dip:0039(experimental-processed)|dip:0039(experimental-processed)|dip:0039(experimental-processed)|dip:0039(experimental-processed)	-
DIP-462N|refseq:NP_002866|uniprotkb:Q06609	 DIP-24189N|uniprotkb:P27694	 -	 -	 -	-	MI:0045(experimental interaction detection)|MI:0019(coimmunoprecipitation)|MI:0019(coimmunoprecipitation)|MI:0045(experimental interaction detection)	-	pmid:9826763|pmid:9826763|pmid:9826763|pmid:9826763	taxid:9606	taxid:9606	MI:0218(physical interaction)|MI:0218(physical interaction)|MI:0218(physical interaction)|MI:0218(physical interaction)	MI:0465(dip)	DIP-40067E	dip-quality-status:core	dip:0002(small scale)|dip:0002(small scale)|dip:0002(small scale)|dip:0002(small scale)	dip:0039(experimental-processed)|dip:0039(experimental-processed)|dip:0039(experimental-processed)|dip:0039(experimental-processed)	-
DIP-24189N|uniprotkb:P27694	 DIP-24192N|uniprotkb:Q14565	 -	 -	 -	-	MI:0019(coimmunoprecipitation)	-	pmid:9826763	taxid:9606	taxid:9606	MI:0218(physical interaction)	MI:0465(dip)	DIP-40068E	dip-quality-status:core	dip:0002(small scale)	dip:0039(experimental-processed)	-
DIP-333N|uniprotkb:P43351	 DIP-462N|refseq:NP_002866|uniprotkb:Q06609	 -	 -	 -	-	MI:0045(experimental interaction detection)	-	pmid:9826763	taxid:9606	taxid:9606	MI:0218(physical interaction)	MI:0465(dip)	DIP-40069E	dip-quality-status:core	dip:0002(small scale)	dip:0039(experimental-processed)	-
DIP-182N|uniprotkb:Q13315	 DIP-24187N|refseq:NP_002937|uniprotkb:P15927	 -	 -	 -	-	MI:0019(coimmunoprecipitation)|MI:0004(affinity chromatography technology)	-	pmid:9725899|pmid:9725899	taxid:9606	taxid:9606	MI:0218(physical interaction)|MI:0218(physical interaction)	MI:0465(dip)	DIP-40070E	dip-quality-status:core	dip:0002(small scale)|dip:0002(small scale)	dip:0039(experimental-processed)|dip:0039(experimental-processed)	-
DIP-24194N|uniprotkb:P13051	 DIP-24187N|refseq:NP_002937|uniprotkb:P15927	 -	 -	 -	-	MI:0019(coimmunoprecipitation)|MI:0018(two hybrid)	-	pmid:9045683|pmid:9045683	taxid:9606	taxid:9606	MI:0218(physical interaction)|MI:0218(physical interaction)	MI:0465(dip)	DIP-40071E	dip-quality-status:core	dip:0002(small scale)|dip:0002(small scale)	dip:0039(experimental-processed)|dip:0039(experimental-processed)	-
DIP-24195N|uniprotkb:P09429	 DIP-368N|uniprotkb:P04637	 -	 -	 -	-	MI:0045(experimental interaction detection)|MI:0004(affinity chromatography technology)	-	pmid:9472015|pmid:9472015	taxid:9606	taxid:9606	MI:0218(physical interaction)|MI:0218(physical interaction)	MI:0465(dip)	DIP-40072E	dip-quality-status:core	dip:0002(small scale)|dip:0002(small scale)	dip:0039(experimental-processed)|dip:0039(experimental-processed)	-
DIP-1078N|refseq:NP_003185|uniprotkb:P20226	 DIP-24196N|uniprotkb:P23804	 -	 -	 -	-	MI:0004(affinity chromatography technology)|MI:0004(affinity chromatography technology)	-	pmid:9388200|pmid:9388200	taxid:9606	taxid:10090	MI:0218(physical interaction)|MI:0218(physical interaction)	MI:0465(dip)	DIP-40074E	dip-quality-status:core	dip:0002(small scale)|dip:0002(small scale)	dip:0039(experimental-processed)|dip:0039(experimental-processed)	-
DIP-24198N|uniprotkb:P21675	 DIP-24196N|uniprotkb:P23804	 -	 -	 -	-	MI:0004(affinity chromatography technology)|MI:0018(two hybrid)|MI:0019(coimmunoprecipitation)	-	pmid:9388200|pmid:9388200|pmid:9388200	taxid:9606	taxid:10090	MI:0218(physical interaction)|MI:0218(physical interaction)|MI:0218(physical interaction)	MI:0465(dip)	DIP-40075E	dip-quality-status:core	dip:0002(small scale)|dip:0002(small scale)|dip:0002(small scale)	dip:0039(experimental-processed)|dip:0039(experimental-processed)|dip:0039(experimental-processed)	-
DIP-24199N|refseq:NP_002384|uniprotkb:O15151	 DIP-24224N|uniprotkb:Q00987	 -	 -	 -	-	MI:0018(two hybrid)|MI:0019(coimmunoprecipitation)|MI:0019(coimmunoprecipitation)|MI:0018(two hybrid)|MI:0004(affinity chromatography technology)|MI:0004(affinity chromatography technology)	-	pmid:10218570|pmid:10218570|pmid:10608892|pmid:10608892|pmid:10608892|pmid:10218570	taxid:9606	taxid:9606	MI:0218(physical interaction)|MI:0218(physical interaction)|MI:0218(physical interaction)|MI:0218(physical interaction)|MI:0218(physical interaction)|MI:0218(physical interaction)	MI:0465(dip)	DIP-40080E	dip-quality-status:core	dip:0002(small scale)|dip:0002(small scale)|dip:0002(small scale)|dip:0002(small scale)|dip:0002(small scale)|dip:0002(small scale)	dip:0039(experimental-processed)|dip:0039(experimental-processed)|dip:0039(experimental-processed)|dip:0039(experimental-processed)|dip:0039(experimental-processed)|dip:0039(experimental-processed)	-
DIP-24224N|uniprotkb:Q00987	 DIP-368N|uniprotkb:P04637	 -	 -	 -	-	MI:0045(experimental interaction detection)|MI:0019(coimmunoprecipitation)|MI:0071(molecular sieving)|MI:0045(experimental interaction detection)|MI:0019(coimmunoprecipitation)|MI:0006(anti bait coimmunoprecipitation)|MI:0019(coimmunoprecipitation)|MI:0019(coimmunoprecipitation)|MI:0019(coimmunoprecipitation)|MI:0019(coimmunoprecipitation)	-	pmid:10321734|pmid:10608892|pmid:11070080|pmid:10321734|pmid:9529249|pmid:18316739|pmid:10321734|pmid:11223036|pmid:12529318|pmid:11278372	taxid:9606	taxid:9606	MI:0218(physical interaction)|MI:0218(physical interaction)|MI:0218(physical interaction)|MI:0218(physical interaction)|MI:0218(physical interaction)|MI:0915(physical association)|MI:0218(physical interaction)|MI:0218(physical interaction)|MI:0218(physical interaction)|MI:0218(physical interaction)	MI:0465(dip)	DIP-40081E	dip-quality-status:core	dip:0002(small scale)|dip:0002(small scale)|dip:0002(small scale)|dip:0002(small scale)|dip:0002(small scale)|dip:0002(small scale)|dip:0002(small scale)|dip:0002(small scale)|dip:0002(small scale)|dip:0002(small scale)	dip:0039(experimental-processed)|dip:0039(experimental-processed)|dip:0039(experimental-processed)|dip:0039(experimental-processed)|dip:0039(experimental-processed)|dip:0039(experimental-processed)|dip:0039(experimental-processed)|dip:0039(experimental-processed)|dip:0039(experimental-processed)|dip:0039(experimental-processed)	-
DIP-5971N|uniprotkb:P38398	 DIP-24200N|refseq:NP_000456|uniprotkb:Q99728	 -	 -	 -	-	MI:0004(affinity chromatography technology)|MI:0018(two hybrid)|MI:0004(affinity chromatography technology)	-	pmid:12431996|pmid:9788437|pmid:9788437	taxid:9606	taxid:9606	MI:0218(physical interaction)|MI:0218(physical interaction)|MI:0218(physical interaction)	MI:0465(dip)	DIP-40082E	dip-quality-status:core	dip:0002(small scale)|dip:0002(small scale)|dip:0002(small scale)	dip:0039(experimental-processed)|dip:0039(experimental-processed)|dip:0039(experimental-processed)	-
DIP-24224N|uniprotkb:Q00987	 DIP-24224N|uniprotkb:Q00987	 -	 -	 -	-	MI:0018(two hybrid)|MI:0004(affinity chromatography technology)	-	pmid:10218570|pmid:10218570	taxid:9606	taxid:9606	MI:0218(physical interaction)|MI:0218(physical interaction)	MI:0465(dip)	DIP-40083E	dip-quality-status:core	dip:0002(small scale)|dip:0002(small scale)	dip:0039(experimental-processed)|dip:0039(experimental-processed)	-
DIP-24199N|refseq:NP_002384|uniprotkb:O15151	 DIP-24199N|refseq:NP_002384|uniprotkb:O15151	 -	 -	 -	-	MI:0004(affinity chromatography technology)	-	pmid:10218570	taxid:9606	taxid:9606	MI:0218(physical interaction)	MI:0465(dip)	DIP-40084E	dip-quality-status:core	dip:0002(small scale)	dip:0039(experimental-processed)	-
DIP-368N|uniprotkb:P04637	 DIP-24201N|uniprotkb:O35618	 -	 -	 -	-	MI:0019(coimmunoprecipitation)	-	pmid:8895579	taxid:9606	taxid:10090	MI:0218(physical interaction)	MI:0465(dip)	DIP-40085E	dip-quality-status:core	dip:0002(small scale)	dip:0039(experimental-processed)	-
DIP-24199N|refseq:NP_002384|uniprotkb:O15151	 DIP-368N|uniprotkb:P04637	 -	 -	 -	-	MI:0004(affinity chromatography technology)	-	pmid:11223036	taxid:9606	taxid:9606	MI:0218(physical interaction)	MI:0465(dip)	DIP-40086E	dip-quality-status:core	dip:0002(small scale)	dip:0039(experimental-processed)	-
DIP-24199N|refseq:NP_002384|uniprotkb:O15151	 DIP-24202N|uniprotkb:O15350	 -	 -	 -	-	MI:0004(affinity chromatography technology)	-	pmid:11223036	taxid:9606	taxid:9606	MI:0218(physical interaction)	MI:0465(dip)	DIP-40087E	dip-quality-status:core	dip:0002(small scale)	dip:0039(experimental-processed)	-
DIP-24171N|refseq:NP_478102|uniprotkb:Q8N726	 DIP-24224N|uniprotkb:Q00987	 -	 -	 -	-	MI:0019(coimmunoprecipitation)|MI:0019(coimmunoprecipitation)|MI:0018(two hybrid)|MI:0045(experimental interaction detection)|MI:0019(coimmunoprecipitation)|MI:0019(coimmunoprecipitation)	-	pmid:9724636|pmid:11223036|pmid:9529249|pmid:9529249|pmid:9529249|pmid:9724636	taxid:9606	taxid:9606	MI:0218(physical interaction)|MI:0218(physical interaction)|MI:0218(physical interaction)|MI:0218(physical interaction)|MI:0218(physical interaction)|MI:0218(physical interaction)	MI:0465(dip)	DIP-40088E	dip-quality-status:core	dip:0002(small scale)|dip:0002(small scale)|dip:0002(small scale)|dip:0002(small scale)|dip:0002(small scale)|dip:0002(small scale)	dip:0039(experimental-processed)|dip:0039(experimental-processed)|dip:0039(experimental-processed)|dip:0039(experimental-processed)|dip:0039(experimental-processed)|dip:0039(experimental-processed)	-
DIP-24224N|uniprotkb:Q00987	 DIP-24202N|uniprotkb:O15350	 -	 -	 -	-	MI:0045(experimental interaction detection)|MI:0019(coimmunoprecipitation)|MI:0045(experimental interaction detection)	-	pmid:10321734|pmid:10321734|pmid:10321734	taxid:9606	taxid:9606	MI:0218(physical interaction)|MI:0218(physical interaction)|MI:0218(physical interaction)	MI:0465(dip)	DIP-40089E	dip-quality-status:core	dip:0002(small scale)|dip:0002(small scale)|dip:0002(small scale)	dip:0039(experimental-processed)|dip:0039(experimental-processed)|dip:0039(experimental-processed)	-
DIP-24203N|refseq:NP_001202|uniprotkb:O60566	 DIP-24204N|uniprotkb:P21851	 -	 -	 -	-	MI:0018(two hybrid)|MI:0004(affinity chromatography technology)|MI:0045(experimental interaction detection)	-	pmid:12419313|pmid:12419313|pmid:12419313	taxid:9606	taxid:10116	MI:0218(physical interaction)|MI:0218(physical interaction)|MI:0218(physical interaction)	MI:0465(dip)	DIP-40090E	dip-quality-status:core	dip:0002(small scale)|dip:0002(small scale)|dip:0002(small scale)	dip:0039(experimental-processed)|dip:0039(experimental-processed)|dip:0039(experimental-processed)	-
DIP-24203N|refseq:NP_001202|uniprotkb:O60566	 DIP-24205N|refseq:NP_004716|uniprotkb:O43684	 -	 -	 -	-	MI:0018(two hybrid)	-	pmid:12419313	taxid:9606	taxid:9606	MI:0218(physical interaction)	MI:0465(dip)	DIP-40091E	dip-quality-status:core	dip:0002(small scale)	dip:0039(experimental-processed)	-
DIP-24204N|uniprotkb:P21851	 DIP-24206N|refseq:NP_004327|uniprotkb:O43683	 -	 -	 -	-	MI:0018(two hybrid)	-	pmid:12419313	taxid:10116	taxid:9606	MI:0218(physical interaction)	MI:0465(dip)	DIP-40092E	dip-quality-status:core	dip:0002(small scale)	dip:0039(experimental-processed)	-
DIP-24203N|refseq:NP_001202|uniprotkb:O60566	 DIP-24207N|uniprotkb:Q10567	 -	 -	 -	-	MI:0018(two hybrid)	-	pmid:12419313	taxid:9606	taxid:9606	MI:0218(physical interaction)	MI:0465(dip)	DIP-40093E	dip-quality-status:core	dip:0002(small scale)	dip:0039(experimental-processed)	-
DIP-24207N|uniprotkb:Q10567	 DIP-24206N|refseq:NP_004327|uniprotkb:O43683	 -	 -	 -	-	MI:0018(two hybrid)	-	pmid:12419313	taxid:9606	taxid:9606	MI:0218(physical interaction)	MI:0465(dip)	DIP-40094E	dip-quality-status:core	dip:0002(small scale)	dip:0039(experimental-processed)	-
DIP-24208N|uniprotkb:O00203	 DIP-24203N|refseq:NP_001202|uniprotkb:O60566	 -	 -	 -	-	MI:0018(two hybrid)	-	pmid:12419313	taxid:9606	taxid:9606	MI:0218(physical interaction)	MI:0465(dip)	DIP-40095E	dip-quality-status:core	dip:0002(small scale)	dip:0039(experimental-processed)	-
DIP-24206N|refseq:NP_004327|uniprotkb:O43683	 DIP-24208N|uniprotkb:O00203	 -	 -	 -	-	MI:0018(two hybrid)	-	pmid:12419313	taxid:9606	taxid:9606	MI:0218(physical interaction)	MI:0465(dip)	DIP-40096E	dip-quality-status:core	dip:0002(small scale)	dip:0039(experimental-processed)	-
DIP-24203N|refseq:NP_001202|uniprotkb:O60566	 DIP-24209N|uniprotkb:Q9Y6B7	 -	 -	 -	-	MI:0018(two hybrid)	-	pmid:12419313	taxid:9606	taxid:9606	MI:0218(physical interaction)	MI:0465(dip)	DIP-40097E	dip-quality-status:core	dip:0002(small scale)	dip:0039(experimental-processed)	-
DIP-24209N|uniprotkb:Q9Y6B7	 DIP-24206N|refseq:NP_004327|uniprotkb:O43683	 -	 -	 -	-	MI:0018(two hybrid)	-	pmid:12419313	taxid:9606	taxid:9606	MI:0218(physical interaction)	MI:0465(dip)	DIP-40098E	dip-quality-status:core	dip:0002(small scale)	dip:0039(experimental-processed)	-
DIP-368N|uniprotkb:P04637	 DIP-24210N|uniprotkb:P15559	 -	 -	 -	-	MI:0019(coimmunoprecipitation)	-	pmid:12529318	taxid:9606	taxid:9606	MI:0218(physical interaction)	MI:0465(dip)	DIP-40099E	dip-quality-status:core	dip:0002(small scale)	dip:0039(experimental-processed)	-
DIP-6108N|refseq:NP_000068|uniprotkb:P42771	 DIP-24211N|refseq:NP_000066|uniprotkb:P11802	 -	 -	 -	-	MI:0018(two hybrid)	-	pmid:9529249	taxid:9606	taxid:9606	MI:0218(physical interaction)	MI:0465(dip)	DIP-40100E	dip-quality-status:core	dip:0002(small scale)	dip:0039(experimental-processed)	-
DIP-24212N|refseq:NP_004765|uniprotkb:Q15648	 DIP-368N|uniprotkb:P04637	 -	 -	 -	-	MI:0019(coimmunoprecipitation)|MI:0004(affinity chromatography technology)	-	pmid:11118038|pmid:9444950	taxid:9606	taxid:9606	MI:0218(physical interaction)|MI:0218(physical interaction)	MI:0465(dip)	DIP-40101E	dip-quality-status:core	dip:0002(small scale)|dip:0002(small scale)	dip:0039(experimental-processed)|dip:0039(experimental-processed)	-
DIP-24212N|refseq:NP_004765|uniprotkb:Q15648	 DIP-24212N|refseq:NP_004765|uniprotkb:Q15648	 -	 -	 -	-	MI:0004(affinity chromatography technology)	-	pmid:9444950	taxid:9606	taxid:9606	MI:0218(physical interaction)	MI:0465(dip)	DIP-40102E	dip-quality-status:core	dip:0002(small scale)	dip:0039(experimental-processed)	-
DIP-257N|refseq:NP_001420|uniprotkb:Q09472	 DIP-24224N|uniprotkb:Q00987	 -	 -	 -	-	MI:0071(molecular sieving)	-	pmid:11070080	taxid:9606	taxid:9606	MI:0218(physical interaction)	MI:0465(dip)	DIP-40103E	dip-quality-status:core	dip:0002(small scale)	dip:0039(experimental-processed)	-
DIP-5971N|uniprotkb:P38398	 DIP-368N|uniprotkb:P04637	 -	 -	 -	-	MI:0019(coimmunoprecipitation)	-	pmid:9482880	taxid:9606	taxid:9606	MI:0218(physical interaction)	MI:0465(dip)	DIP-40104E	dip-quality-status:core	dip:0002(small scale)	dip:0039(experimental-processed)	-
DIP-5971N|uniprotkb:P38398	 DIP-1052N|refseq:NP_002220|uniprotkb:P17275	 -	 -	 -	-	MI:0004(affinity chromatography technology)|MI:0018(two hybrid)|MI:0019(coimmunoprecipitation)	-	pmid:12080089|pmid:12080089|pmid:12080089	taxid:9606	taxid:9606	MI:0218(physical interaction)|MI:0218(physical interaction)|MI:0218(physical interaction)	MI:0465(dip)	DIP-40105E	dip-quality-status:core	dip:0002(small scale)|dip:0002(small scale)|dip:0002(small scale)	dip:0039(experimental-processed)|dip:0039(experimental-processed)|dip:0039(experimental-processed)	-
DIP-24213N|uniprotkb:P17535	 DIP-5971N|uniprotkb:P38398	 -	 -	 -	-	MI:0004(affinity chromatography technology)|MI:0019(coimmunoprecipitation)|MI:0018(two hybrid)	-	pmid:12080089|pmid:12080089|pmid:12080089	taxid:9606	taxid:9606	MI:0218(physical interaction)|MI:0218(physical interaction)|MI:0218(physical interaction)	MI:0465(dip)	DIP-40106E	dip-quality-status:core	dip:0002(small scale)|dip:0002(small scale)|dip:0002(small scale)	dip:0039(experimental-processed)|dip:0039(experimental-processed)|dip:0039(experimental-processed)	-
DIP-5971N|uniprotkb:P38398	 DIP-5961N|refseq:NP_002219|uniprotkb:P05412	 -	 -	 -	-	MI:0019(coimmunoprecipitation)|MI:0004(affinity chromatography technology)	-	pmid:12080089|pmid:12080089	taxid:9606	taxid:9606	MI:0218(physical interaction)|MI:0218(physical interaction)	MI:0465(dip)	DIP-40107E	dip-quality-status:core	dip:0002(small scale)|dip:0002(small scale)	dip:0039(experimental-processed)|dip:0039(experimental-processed)	-
DIP-24214N|uniprotkb:P51587	 DIP-462N|refseq:NP_002866|uniprotkb:Q06609	 -	 -	 -	-	MI:0019(coimmunoprecipitation)	-	pmid:9811893	taxid:9606	taxid:9606	MI:0218(physical interaction)	MI:0465(dip)	DIP-40108E	dip-quality-status:core	dip:0002(small scale)	dip:0039(experimental-processed)	-
DIP-24214N|uniprotkb:P51587	 DIP-368N|uniprotkb:P04637	 -	 -	 -	-	MI:0019(coimmunoprecipitation)	-	pmid:9811893	taxid:9606	taxid:9606	MI:0218(physical interaction)	MI:0465(dip)	DIP-40109E	dip-quality-status:core	dip:0002(small scale)	dip:0039(experimental-processed)	-
DIP-161N|refseq:NP_001789|uniprotkb:P24941	 DIP-1098N|uniprotkb:P12004	 -	 -	 -	-	MI:0013(biophysical)|MI:0004(affinity chromatography technology)|MI:0019(coimmunoprecipitation)	-	pmid:10930425|pmid:10930425|pmid:10930425	taxid:9606	taxid:9606	MI:0218(physical interaction)|MI:0218(physical interaction)|MI:0218(physical interaction)	MI:0465(dip)	DIP-40110E	dip-quality-status:core	dip:0002(small scale)|dip:0002(small scale)|dip:0002(small scale)	dip:0039(experimental-processed)|dip:0039(experimental-processed)|dip:0039(experimental-processed)	-
DIP-1098N|uniprotkb:P12004	 DIP-638N|refseq:NP_001228|uniprotkb:P20248	 -	 -	 -	-	MI:0019(coimmunoprecipitation)	-	pmid:10930425	taxid:9606	taxid:9606	MI:0218(physical interaction)	MI:0465(dip)	DIP-40111E	dip-quality-status:core	dip:0002(small scale)	dip:0039(experimental-processed)	-
DIP-1098N|uniprotkb:P12004	 DIP-24225N|uniprotkb:Q8IWY9	 -	 -	 -	-	MI:0401(biochemical)|MI:0114(x-ray crystallography)|MI:0401(biochemical)|MI:0416(fluorescence microscopy)|MI:0401(biochemical)|MI:0004(affinity chromatography technology)	-	pmid:11682605|pmid:8861913|pmid:11682605|pmid:11682605|pmid:9305916|pmid:10930425	taxid:9606	taxid:9606	MI:0218(physical interaction)|MI:0407(direct interaction)|MI:0218(physical interaction)|MI:0218(physical interaction)|MI:0218(physical interaction)|MI:0218(physical interaction)	MI:0465(dip)	DIP-40112E	dip-quality-status:core	dip:0002(small scale)|dip:0002(small scale)|dip:0002(small scale)|dip:0002(small scale)|dip:0002(small scale)|dip:0002(small scale)	dip:0039(experimental-processed)|dip:0039(experimental-processed)|dip:0039(experimental-processed)|dip:0039(experimental-processed)|dip:0039(experimental-processed)|dip:0039(experimental-processed)	-
